,en_text,fa_text,T5_translation
515,"all right, this is the last snack.",خیلی خب این اخرین خوراکیه,خیلی خب، این اخرین خوراکی
516,"you're okay, you're okay.",چیزی نیست چیزی نیست,چیزی نیست چیزی نیست
517,"well, i doubt it. fine.",. بعید می‌دونم …باشه,عید می دونم ... خوبه
518,i... i know.,…من من میدونم,من ... من ... من ...
519,"but every year, i do a three-day skills camp.",ولی هر سال، یک اردوی استعدادیابی برگزار,اما هر سال یک گروه قابلیتیابی شروع می شود
520,yep. sometimes the old ways are better than the new.,اره. بعضی‌وقت‌ها روش‌های قدیمی از روش‌های جدید بهترین,اره، بعضی وقت ها روش های قدیمی از روش های جدید، بهترین روش های جدید
521,i'm sleeping over. yes!,من استراحت می‌کنم اره,من راحت میشم، اره
522,"okay, take these.",خیلی‌خب، این رو بگیر,خیلی خب، ببین
523,when do you want to head out?,کی می‌ریم؟,کی میریم؟
524,just--,…فقط,فقط
525,it inhibits a storm from forming.,جلوی شکل‌گیری طوفان رو می‌گیره,ضربه ی ضربه ی طوفان جلو می افته
526,i'm always counting. i'm counting right now.,من همیشه حساب می‌کنم الان هم دارم حساب می‌کنم,من همیشه حساب می کنم، الان هم حساب می کنم
527,see you at the half note at 6:30!,ساعت ۶:۳۰ توی هف نوت میبینمت,ساعت ۶:۳۰ در اتاق اچ ایس
528,ow! -sorry.,اخ - ببخشید -,ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه
529,oh. hmm.,اوه. هوم,اه، هوم
530,"i, uh, i was on my way",داشتم میومدم,خوبه، میکوم
531,i'm tired!,من خسته‌ام,من خسته ام
532,she has no memory of the last several hours.,یادش نمیاد,یادش نمیاد
533,"wait, wait, wait! - hey, hey, hey!",! صبر کن، صبر کن، صبر کن -! هی، هی، هی -,صبر کن، صبر کن، صبر کن، صبر کن، هی، هی، هی
534,"joy, i'm just curious. maybe, um, i could help...",. شادی، صرفا کنجکاوم …شاید بتونم کمک کن,خوشبختی، صرفا کنجکاوی ...شاید، من باید کمک کنم
535,we'll see you in a few days. -have fun!,چند روز دیگه می‌بینیم‌تون - خوش بگذره -,چند روز دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه ی دیگه
536,"this has nothing to do with leigh. yes, it does, damn it!",". این هیچ ربطی به «لی» نداره -! چرا,داره,لعنت -",هیچ ربطی به «تی» نداره - چرا، چرا، لعنت به -
537,i'm gonna have to resign. no.,. من باید استعفا بدم -. نه -,من باید استعفا بدم را بدم کنم نه
538,okay.,. باشه,خوبه
539,i would die a happy man,من از خدامه بتونم با,من از خدام می خواهم
540,"it's not good. i mean, i'm not--",خوب نیست …منظورم اینه که,خوب نیست ... یعنی اینکه
541,"can't miss from in there. - oh, shit.",توش که باشیم، دیگه خطا نمی‌زنیم - اوه لعنتی -,اوه، لعنتی، حالا که باید حرف بزنیم، حالا دیگر خطا نمی زنیم
542,he has a mom.,یه مامان داره,مامان هم داره
543,how about we launch some new rockets?,چطوره چندتا فشفشه هوا کنیم؟,چطوره چند تا شیشه توی هوای ما؟
544,her sense of self.,هویت,حافظه
545,stick? -yes.,چوب هاکی؟ - باهامه -,چوب ابی؟ - باهامه -
546,i want you to sit down and shut up.,میخوام بشینی و خفه شی,می خوام بشقاب بزنم و خفه شوم
547,and my personal favorite...,: و باور موردعلاقه‌ی من اینه,و فکر مورد علاقه من اینه
548,"yeah, i think so.",اره، من هم موافقم,اره، من هم قبول دارم
549,"oh, my god.",اوه خدای من,اه خدای من
550,band is a stupid waste of time.,گروه یه راه مزخرف هدر دادن زمانه,گروهی از این راه برای تلف کردن زمانه
551,come on.,زودباش,زودباش
552,and then we're gonna take the sodium polyacrylate,…و بعدش شدیم پلی‌اکریلات رو,بعد از ظهر پلی کریه
553,i'm beginning to.,کم‌کم دارم می‌فهمم,کم کم، من می فهمم
554,"pouchy, we need to get back to headquarters.",اقا کیفه، باید برگردیم به مرکز فرماندهی,بانو کیما، باید به فرماندهی مرکزی برگردیم
555,no!,نه,نه
556,"oh, you're the one coach told us about.",تو همونی هستی که مربی تعریفش رو کرده بود,من همونی هستم که کاراگاه توضیحاتش را داده بودم
557,but how are we gonna score three goals?,ولی چطور سه‌تا است بزنیم؟,ولی چه طوری سه تا شروع شد؟
558,you didn't bring an umbrella?,تو چتر با خودت نیاوردی؟,تو چتر با عجله ی خودت میری؟
559,it's sad.,ناراحت کنندگی,راحتی
560,"so, let me see, i need the suit fixed for a, uh, school band recital.",پس بذار ببینم، من کت و شلوار رو برای اجرای گروه موسیقی مدرسه میخوام درست کنم,پس بذار ببینم، من کت وشلوار برای اجرای گروه موسیقی می خواهم برایم خوب باشه
561,"hang on, hang on. what are y'all laughing at?",صبرکنید، صبرکنید به چی می‌خندید؟,صبر کن، صبر کن، به چه چیزی می خندیدم؟
562,you're right.,راست میگی,راست میگی
563,yee-row!,! بی رو,! بی طرف
564,it's the only way for us to know how we can do better.,فقط اونجوری می‌تونیم بفهمیم که چطور می‌تونیم عملکرد خوبی داشته باشیم,فقط یه ذره باید بدونیم که چه طوری باید عملکرد خوبی داشته باشیم
565,all right.,خیلی‌خب,خیلی خب
566,"oh, cool. where in michigan are you from?",ایول. اهل کجای میشیگانی؟,ایول، اهل کجای میشیونی؟
567,"whew, there he is. - hey, curley.",اوه، اومدش - سلام کورلی -,اه، ایمل - سلام کورلی -
568,i talked to isaac. it's all good.,با ایزاک صحبت کردم چیزی نیست,با ایزاک حرف زدم چیزی نیست
569,"hey, moonwimp!",هی مون ویمپ,هی مون ویمپ
570,i would never do anything to mess you up.,محاله کاری بکنم که به ضرر تو تموم بشه,دخترک، کار خوبی کرد که به خاطر تو تمام بشه
571,i'll have friends.,دوست پیدا می‌کنم,دوست من پیدا می شه
572,for the future is meant to be seized...,برای ایندگان این به معنای به تصرف در اوردن هست,برای افراد متحد این معنای صرفه در اورلدن است
573,"sadness, what's wrong?",غم، چی شده؟,غم، چه اتفاقی افتاده؟
574,jovan.,جوان,جوان
575,"please. lemme, just lemme live.",خواهش می‌کنم فقط بذار زنده بمونم,لطفا فقط بگذار زنده بمونم
576,"yeah, those were the days.",اره، یادش به‌خیر,اره، به خوبی یادت باشه
577,obviously.,معلومه,معلومه
578,"22, you come out of this dimension right now.",شماره ۲۲ از این بعد بیا بیرون! الان,شماره ۲۲ از این طرف، بعدا بیایید بیرون، حالا
579,"22, stop. i have something to tell you.",شماره ۲۲ صبرکن باید یه چیزی بهت بگم,شماره ۲۲، فرورگ، باید یک چیزی بهت بگم
580,i can't see it right now. i lost it.,نمی‌تونم ببینمش گمش کردم,نمیتونم ببینم، گند زدم
581,i mean... no.,یعنی نه,نه
582,that's fancy.,باحاله,خوب
583,it's hard to see them like that.,سخته در اون وضعیت ببینیشون,در این وضعیت برای فهمیدن اونها زحمت کشیدن به خرج داد
584,"okay, look, if you just tell us",خیلی خب ببین اگه فقط بهمون بگی,خیلی خب، ببین اگر فقط مامان باشی
585,"nine times out of ten, it's a false alarm.",از هر ده بار، نه بارش هشدار اشتباهی‌ه,از هر ده بار، نه هشدار زشت و زشت
586,"i'm fucking bleeding, man.",دارم خونریزی می‌کنم داش,من خونریزی دارم، می خواهم توول
587,yeah.,اره,اره
588,i love our girl. -how could you not?,عاشق دخترمونم - مگه می‌شه عاشقش نبود؟ -,عاشق دخترمونم - ایا ممکنه خوب نباشه؟ -
589,"she goes away for three days and all we get is, ""good""?",سه روز رفته بود اونجا، بعد حالا یه «خوب بود» خشک و خالی تحویل‌مون می‌ده؟,سه روز دیگه اینجا گذشت، بعد از این یه «خوب شد» ابی گیل و خالی به مون می ده دستور داد؟
590,"don't look, it's fine.",نگاه‌ش نکنید، طوری نیست,ببین، معلومه که نمیشه
591,damn!,! لعنتی,لعنتی
592,praise the lord.,خدا رو شکر,خدایا، ممنون
593,you know what? good luck...,…می‌دونید چیه؟ موفق باشید,- ... - ... نمی دونم چیه؟ - خوب شدی
594,"hey, mrs. carter! - we miss you.",! سلام خانم کارتر - دل‌مون براتون تنگ شده -,- سلام خانم کارتر - دل مون برتون گم شده -
595,"well, about time i manned up, right? [ chuckles ]",خب، درباره‌ی وقت، کنترلش کردم دیگه، اره,خوب، در مورد زمان، ترلش کردم دیگه، اره
596,do you know the kids who live here?,بچه‌هایی که اینطرفا زندگی میکنن رو می‌شناسی؟,بچه هایی که این طرفا زندگی می کنند، مثل موشکافی هستند؟
597,"we're truly glad to have you here, dr borgensson.",ما واقعا خوشحالم که شما اینجایید دکتر بورگنسون,واقعا خوشحالم که شما دکتر برونسون هستید
598,i actually just spoke to the lab,تازه با ازمایشگاه صحبت کردم,وقتی که به درمانگاه رسیدم، من حرف زدم
599,"no, no, no. not on the lips.",نه، نه، نه لباس نه,نه، نه، نه، نه لباس
600,"hey, sorry, am i interrupting the date?",سلام. ببخشید. مزاحم دیتتون شدم؟,خوبه، خوبه، تیمیتتون هنوز بهم زده؟
601,it's not looking so good.,وضع خیلی خوب نیست,وضعیت خیلی خوبه؟
602,"okay, she's got to be here somewhere. find her.",. خیلی‌خب، باید همین‌جاها باشه پیداش کنید,خیلی خب، باید همین جاها باشه، پیداش کن
603,awooga!,دودو رو دودودو,دودو، دودو، دودو
604,i'm sorry!,متاسفم,متاسفم
605,no! no way am i step...,…نه! عمرا اگه برم روش,نه، ماری، اگر نرم تر برم
606,bring it in!,جمع شید,جمع کردن ییل
607,javi. let's roll.,خاوی بریم,ماری بریم
608,"got investors, you know.",سرمایه‌گذار دارم,من سرمایه گذار هستم
609,so do i start talking?,خب شروع به حرف زدن کنم؟,خب، شروع به حرف زدن کنم؟
610,why it was us that made it out of there?,چرا ما از اون حادثه جون سالم به‌در بردیم؟,چرا ما از اون اتفاق جون سالومه در بریم؟
611,but i don't think you realize how privileged this experience is.,ولی من فکر می‌کنم که تو دقیقا نمیدونی این چه تجربه و خاصیه,اما من فکر می کنم که من اصلا نمیدونم چه تجربه ای و چه خصوصیاتی
612,i've had thousands of mentors who failed and now hate me.,من هزاران مربی داشتم که شکست خوردند و الان از من متنفرن,من هزاران راننده دارم که شکم خورده و حالا از من متنفرم
613,"i'm looking at a tall rope due north of us,",…یه گردباد طنابی در شمال ما قرار داره,یک چرخ طنابی در شمال ما قرار دارد
614,ow!,اخ,ه ...ه
615,"tell her no. - uh, no.",بهش بگو نه - اوه، نه -,بهش بگو نه - اه، نه -
616,to keep you as a baby forever.,که تو رو به عنوان یه. بچه نگه داره,که تو به عنوان یه رفتار می کنی بچه جون، نگهدارش می کنم
617,"we should match, right?",بهتره ست کنیم، هان؟,بهتر است لباس بپوشیم، ها؟
618,"wait, wait! you can't leave it like this.",وایسید ببینم، حق ندارید این وضعیت رو ول کنید و برید,وایسید ببینم، اصلا نمیتونم این وضعیت رو خوب کنم، زودتر برو
619,"she was a little older, but i figured, why not?",یکم بزرگتر بود ولی گفتم چرا که نه,یکم بزرگتر بود ولی گفتم چرا، نه
620,"uh, it's looking like the inflow is cranking on the right.",به‌نظر میاد جریان داخلی سمت راستی داره کج می‌شه,به نظر میاد روند داخلی در سمت راست، عالی است
621,i'm working on it.,دارم سعی می‌کنم,من دارم سعی می کنم
622,"so small, on a lake.",خیلی کوچک کنار برکه,کمی کوچک، در مقابل برکه
623,it's anxiety.,به‌خاطر اضطراب,به خاطر اضطراب
624,[ leigh ] i'll do it.,. من انجامش میدم,من باید نگهداری کنم
625,hell.,جهنم,گور
626,but what?,ولی چی رو داره مخفی می‌کنه؟,ولی چه طوری باید تحت فشار قرار گیرد؟
627,maybe stay home? is that okay?,میشه خونه بمونی؟ مشکل نداره؟,آیا خونه ی نیمه کاره است؟ شکلی نداره؟
628,what's happening? are you his mother?,چی شده؟ تو مادرشی؟,چی شده؟ تو مامانزاده؟
629,"begins to rotate the updraft, forming a mesocyclone.",جریان بادی عمودی رو می‌چرخونه در نتیجه، به میان‌چرخند تشکیل می‌ده,بادی های عمودی به سمت چرخیدن می روند، در نتیجه، در میان صدای خفقان شرکت می کنیم
630,i was just trying to protect her.,صرفا سعی داشتم ازش محافظت کنم,خوب، بهتر است ازش محافظت کنم
631,cougar. i knew it.,کوگار «، میدونستم» (زنی که با افراد کوچکتر رابطه برقرار می‌کند),کوگار «، میدونستم» «زنی که با افراد کوچک تر رابطه ی رابطه ای قطعی دارد
632,"see? riley then, riley now. riley then, riley now.",. می‌بینید؟ رایلی قبل و رایلی بعد رایلی قبل و رایلی بعد,فهمیدی؟ رایلی، رایلی، رایلی، رایلی، رایلی، رایلی، رایلی، بعد از این
633,what about your boss?,رییس ت چی؟,راس اس تی چی؟
634,real problems. you get me?,مشکلات واقعی؟ می‌فهمی؟,مشکلات واقعی؟ می فهمی؟
635,we're so close.,خیلی نزدیکترین,خیلی نزدیک تر
636,we... we got assigned to a different high school.,فرستادن‌مون یه دبیرستان دیگه,اهل مین یه دبیرستان
637,"sweetheart, i'll talk to mom, and we'll smooth this out. okay?","عزیزم دلم,من با مامانت صحبت می‌کنم و درستش می‌کنم. باشه؟",عزیزم، من با مامان ها حرف می زنم و حرف می زنم، باشه؟
638,but we can't let her know we're excited.,ولی نباید بفهمه که هیجان‌زده‌ایم,ولی نباید بفهمیم که هیجان زده ایم
639,hello?,سلام؟,بله؟
640,"i mean, here you are,",اخه تو الان,هجی، حالا
641,"uh, got a cape of 4,000.",شاخص پتانسیل همرفتی، ۴۰۰۰ ژول‌ه,قابل توجه پتانسیل همربوری، ۴۰۰۰ جین
642,right. okay.,درسته خیلی‌خب,لاسکا خیلی خب
643,thanks. appreciate it.,ممنون متشکر,متشکرم، متشکرم
644,"or a list of all the worst players,",یا اگه لیست بدترین بازیکن‌ها رو نوشته باشه,یا اگر لیست بهترین بازیکن ها را برای خودش تنظیم کنه
645,we got a look. i don't like this.,. طرز نگاهش عجیبه حس خوبی ندارم,رفتار عجیب و عجیب ، حس خوبی ندارم
646,"bree and grace's team win,",تیم بری و گریس پیروز می‌شن,تیم بری و گریس، شادمانی می شن
647,"i'm in new york city, on the corner of 14th and 7th.",من توی نیویورک گوشه خیابان ۱۴ ام و ۷ ام هستم,من در خیابان نیویورک مرکزی ۱۴ ام و ۷ ام دارم
648,moonwind.,مون ویند,مون وویند
649,"once i leave, everything...",",همینکه ترک کنم …همه چیز",حالا که ترکم کن ...همه چیز
650,"we're going chasing... uh, we're gonna kill a tornado, right?",…می‌ریم برای تعقیب می‌خوایم یه گردباد رو نابود کنیم، درسته؟,برای تعقیب میمونی می خوایم یک گردباد را خنثی کنیم، درسته؟
651,"it's weighing on her, so let's lighten the load.",، برده اذیت‌کننده‌ست پس بیاید راحتش کنیم,برده اذیت کننده است پس راحت باش
652,"joy, i can't do it.",شادی، از پسش برنمیام,خوشی، از پسش نباید چشم بپوشی
653,"oh, and someone named lisa. who's that?",اوه و یه نفر به اسم لیسا لیسا کیه؟,اه، یک نفر به نام لیسا، لیسا کیه؟
654,"i'll tell you what,",گوش کن ببینم,گوش کن، ببین
655,tell her that this one is different.,بهم بگو این یکی فرق میکنه,به من بگو این یکی فرق می کنه
656,"stay away from windows. no cars, all right?",از پنجره‌ها فاصله بگیرید توی ماشین هم نرید، باشه؟,از پنجره ها فاصله بگیرید توی ماشين هم نروید، باشه؟
657,help me!,! کمک,! کمک
658,"come on, riley.",سارا رایلی,سارا رایلی
659,...and join us inside.,و داخل بهمون ملحق بشید,و در ان موقع به مانوس هم پیوست
660,i'm a cat. i can make this.,من یه گرم از پسش بر میام,من از پشت سر بخاری گرمم
661,"and i've heard music before, but i've never felt like this inside.",من قبلا موسیقی شنیدم اما تاحالا همچین حسی درونم نداشتم,من قبلا موسیقی شنیدم اما تا حالا حسی عجیب و غریب به من دست نداد
662,"it's loud, and bright, and...",خیلی سروصدا زیاده …و روشنه و,خیلی صدای سر و صدای تند و تند ...و روشن و روشن
663,this is rebecca's kid. he's a year old.,بچه ربکاست یه سالشه,بچه راسکلاس، یه سالشه
664,he was sure someone was after him.,مطمین بود یکی دنبالشه,معلومه که یکی از اونها دنبالشه
665,"if we don't like their music,",اگه سلیقه موسیقیایی‌مون باهاشون یکی نباشه,اگر سلیقه موسیقی مینی با اونها باشه، یکی هم نیست
666,animal. meat.,عناوین. گوشت,ادب و نزاکت
667,hi.,سلام,خوب
668,dr borgensson is a world-renowned child psychologist,دکتر بورگنسون یکی از معروف‌ترین دکتر کودکان جهان,دکتر برونسون، یکی از معروف ترین دکتر کوچک های جهان
669,i was riding with.,شرط بست سر همه چیز,همه چیز را خوب پوشانید
670,"jason, where's your dad? i need to speak to him.","جیسون «,بابات کجاست؟». باید باهاش صحبت کنم",جیسون «، لباس پوش کجاست؟ باید با اونها صحبت کنیم
671,i'm one of riley's new emotions.,یکی از احساسات جدید رایلی‌ام,یکی از احساساتی که برای مثال رایلی ام دارم
672,"oh, hello! hello.",! اوه، سلام - سلام -,اوه، سلام - بله -
673,"shit, my dad could do this in, like, two months.","گه بزنن,پدرم میمونه اینکارو. تو,دو ماه بکنه",گمشو، پدر مادرم توی اینکارو گمشو، تو، دو ماه بکش
674,yeah. no big deal.,اره. ایرادی نداره,اره، مشکوکی نداره
675,he's insane.,طرف دیوونه‌ست,طرف دیوانه است
676,"so, matt went to vermont.",". خب, «مت» رفته ورمانت",خوب، مات رفت ورمانت
677,"can sometimes feel unhelpful at first,",احساسات جدید، اوایلش به‌نظر بی‌فایده میان,احساساتی جدید، ولی نسبت به نظرش اصلا اهمیت ندارد
678,i'm not good enough.,من ناکافی‌ام,من زحمت کشیده ام
679,"ooh, just turn a little bit right there. - like this?",فقط یکم بچرخ رو به اونور؟ - اینجوری؟ -,فقط یکم بچه رو به یه طرفه می بره؟ - اینجوری؟ -
680,just what this one needed.,دقیقا همون چیزی که این نیاز داشت,همان چیزی که این نیاز به او بود
681,i want a stormpar radar right there,…یه رادار استورم‌پار می‌ذارم اونجا,من رادار استورم پار می کنم
682,thanks so much. bye! -don't miss us too much.,خیلی ممنون. خداحافظ - زیادی دلتنگ‌مون نشد -,خیلی متشکرم خداحافظ خداحافظ - بیش از حد مامان غمگین نشده -
683,or you just take a few minutes. sure.,یا چند دقیقه وقت داری حتما,یا چند دقيقه دیگه باید دیر کنی
684,"would be very, very different.",",خیلی. خیلی متفاوت میشه",خوبه، خیلی فرق می کنه
685,oh...,…اوه,اه ...
686,"red and puffy, do we?",بریم جلوشون، بد می‌گم؟,جلو شون رو می گیرم، بد میگم؟
687,"turn that off, joy!",خاموش کن شادی,موشکاف باش
688,"because it seems like no matter what i do, you disapprove.",چون اصلا مهم نیست که من چیکار می‌کنم تو همیشه باهاش مخالفی,ولی مهم نیست که من چه طوری باید به من جواب دهم، من همیشه با اونها مخالفم
689,we're doing major renovations.,داریم تعمیرات اساسی می‌کنیم,تعمیرات نظامی را برای ما می کنیم
690,"fuck, against the wall, or what?",روم به دیوار باشه یا نه؟,روم به دیوار خوبه یا نه؟
691,find your spark? my life was finally going to change!,جرقه‌ات رو پیدا کنی؟ زندگیم داشت بالاخره تغییر می‌کرد,گوربه ات را پيدا کردید؟ زندگی من بالاخره تغییر کرد
692,the stream of consciousness.,رود اگاهی,رود ابی
693,"javi, the... the tornado is headed to a small town.",خاوی، گردباد داره می‌ره به سمت یه شهر کوچک,میری، گردباد می خواهد به سمت یک شهر کوچک رهسپار شود
694,you got the kid.,بچه رو گرفتی,بچه رو گرفتم
695,"no, no.",نه، نه,نه، نه
696,how's it going?,چطور پیش میره؟,چه طور پیش از ماریا؟
697,make a trade. make a trade.,داد و ستد کن داد و ستد کن,داد و ستد کن، داد و ستد کن
698,kate! kate!,! کیت! کیت,کیت کیت
699,but goofball is still monkeying around.,ولی جزیره مسخره‌بازی هنوز درحال مسخره‌بازیه,اما بازی های جزیره پوشک هنوز در مورد بازی های پوشک
700,i don't think so. no.,فکر نکنم. نه,فکر نکن، نه
701,"yeah, well, didn't help these people any.",اره، اما نتوانستیم به این مردم کمک کنیم,اره، اما نباید به این مردم کمک کنیم
702,and it was just--,…و من باید,من باید
703,"the data doesn't see what kate sees, remember?",داده‌ها چیزی که کیت دیده رو نمی‌بینن، یادته؟,داده ها چیزی هستند که کیی دیده بود، فهمیدی؟
704,"yeah, yeah. text me before you start.",اره. اره. قبل شروع بهم پیام بده,اره، اره، قبل از اینکه شروع کنه، به من پیام بده
705,"we get you out of that jar,",ما از بطری درون میاریم,ما از گروه داخلی میریم
706,permits just came through.,مجوزش تازه صادر شد,پیام شرف صادر شده
707,"when i was nervous, dez gave me this.",وقتی اضطراب داشتم در اینو داد بهم,وقتی که اضطراب داشتم، این کار را کردم
708,why am i in a police station?,چرا تو اداره پلیسم؟,چرا دفتر پلیسم رو اداره می کنم؟
709,i don't want to.,نه، نمی‌خواهم,نه، نمی خواهم
710,whoa.,وای,بله
711,what do these do? - that's a...,این چی کار می‌کنه؟ - …این یه -,این چطوری میشه؟ - ... این هم -
712,look at the fucking hair.,موهاشو ببین,اره، اره
713,there it is.,خودشه,خودت هستی
714,hello?,سلام؟,بله؟
715,she doesn't care about any of that.,به هیچ کدومش اهمیت نمیده,به هیچ کدوم از این ها اهمیت نمی ده
716,"oh, is brandon okay?",حال برندون خوبه؟,وضع برونی خوبه؟
717,and we need a whole new branch of research,…و باید به تحقیقات جدید,و باید به تحقیقات جدید ادامه دهم
718,are those golf balls or baseballs?,اینا توپ گلف هستن یا توپ بیسبال؟,اینا یه توپ گلف یا یه توپ ساچمه؟
719,"you got this, kate.",از پیش برمیای کیت,از همان موقع به مین جا رفته بودم
720,"look, i can deal with some freaky stuff,",ببین من میتونم با چیزهای مزخرف کنار بیام,ببین من میتونم با چیزهای زشت در گوشه ای بیاد
721,until orcus moves into the house of gemini.,تا وقتی‌که سیارک اورانوس به سمت خونه برج فلکی جوزا حرکت نکنه,تا زمانی که هوراسک اورانوس به سمت خونه وارد شد، برج فلکی جولیا نیز برای اجرای دستور حاضر شد
722,"good heavens, man. what are you doing in the zone?",مرد بهشتی توی محدوده چیکار می‌کنی؟,مرد خاکی توی محدوده چیکار می کنی؟
723,"no, i got in a fight with archimedes about this.",نه، من درمورد این با ارشمیدس دعوا داشتم,نه، من در مورد این قضیه با ایراسفدس صحبت کردم
724,"joe, i have been here for who knows how long,",جو، من خیلی وقته اینجام,جو، من خیلی وقته ایجامب
725,uh...,…اه,...اه
726,"we see the hook on the radar, but...",…پژواک چنگکی رو روی رادار می‌بینیم اما,ولی ...پژواک چنگکی رو روی رادار می بینیم
727,"fuck, come on.",لعنتی,لعنتی
728,almost.,چیزی نموده,چیزی نشان می دهد
729,we don't have any other choice.,راه دیگه‌ای نداریم,راه دیگه ای نداریم
730,go on.,امتحان کن,امتحان کن
731,"well, now help him out sully.",خب کمکش کن سالی,خب، تبرئه کن سالی
732,"the military, they came up with portable units,",ارتش، نسخه قابل‌حمل این رو ساخته,نیروهای نظامی، نیم صفحه قابل حمل، این دستگاه را ساخته اند
733,it's a temperature inversion in the mid part of the lower atmosphere.,به وارونگی دما توی بخش میانی اتمسفر پایینی می‌گن,در طول دمای دما در بخش میانی اتمسیر پایین می گویم
734,"will you knock it off with the baby, kid?",میشه بیخیال بچهه بشی داش؟,ایا طفلکی حرف بدی زده؟
735,"moonwind, you gotta help me.",مون ویند، باید بهم کمک کنی,مون وویند، بايد به من کمک کنه
736,good idea. ah!,ایده خوبیه,یه راه خوب
737,i'm not strong like you are.,من مثل تو قوی نیستم,من مثل تو قوی نیستم
738,"i know. no, she's not.",". میدونم -. نه,اون نرفته -",- بله، او نرفته
739,maybe we could drop him and run.,شاید بهتر باشه بندازیمش جای بیمارستان و بریم,شاید بهتر باشه بگذاریم بجای بیمارستان بماند و بریم
740,riley is from michigan.,رایلی اهل میشیگانه,رایلی اهل میشیگانه
741,do you really think that i could be a mother?,تو واقعا فکر می‌کنی که من میتونم یه مادر شم؟,واقعا فکر می کنی که من میتونم یک مادرم شم باشم؟
742,he's dead. like what happened in there?,مرده. چی شده اونجا؟,مرده، اونجا چه خبره؟
743,hello? hello?,سلام؟ سلام؟,خوب؟ خوب؟
744,"no, going high. oh.",نه، بزن,نه، بزن
745,"if you feel it, chase it.",اگه حسش می‌کنی، تعقیبش کن,اگر حسش کنی، قبول کن
746,hey. mmm. jesus.,هی- همم. یا خدا-,هی، همم، یا خدا
747,"oh, it's bad.",خیلی بده,خیلی بده
748,"look, i don't like her words,",ببینید، از حرف‌هاش و اعمالش,ببینید، از حرف های او و از رفتار او
749,i loved him.,دوستش داشتم,دوست داشتم
750,it's spilling! we got to hurry!,! داره می‌ریزه! باید عجله کنیم,! داره تند می شه باید عجله کنیم
751,so he's your responsibility.,مسیولیتش با خودته,مسیولیه با خودته
752,"well, leigh's cosmopolitan now, and she understands this kind of thing.",خب، «لی» الان دنیا دیده‌شده، و خوب اینجور چرا رو میفهمه,خوب، تی، این دفعه دنیا دیده شد، خوب، این جور چیزها رو می فهمی
753,i don't want to see you struggle like that.,نمیخوام ببینم تو هم مثل اون جون می‌کنی,نمی خواهم ببینم که تو هم مثل اون جون هستی
754,guess we're listening to dandelions now.,فکر کنم دیگه قراره به حرف قاصدک‌ها گوش کنیم,فکر کن دیگه باید حرف های قاضی ها را بزنیم
755,joy! -give us your hand! come on.,شادی - دستت رو بده، زود باش -,خوش گذشت - زود باش -
756,when you burned him alive. - fuck you!,وقتی سوزوندیش - گه نخور -,وقتی سووکیتسو - گه ناکسر -
757,"strawberry, huh?",توت‌فرنگی؟,چربی سیر؟
758,you know what i'm talking about.,تو میدونی در مورد چی حرف می‌زنم,فهمیدم که در مورد چی حرف می زنم
759,i just wanted to get in some extra ice time.,صرفا خواستم یه‌کم بیش‌تر تمرین کنم,صرفا می خواهم بیشتر از همه برایم ترتیب دهم
760,that's great progress.,پیشرفت عالی ایه,عالیه
761,you came in at 3:00 in the morning.,تو ساعت ۳ صبح اومدی,ساعت ۳ صبح اومدیم
762,oh. so embarrassing.,اوه واقعا تاثیر گذار بود,اوه واقعا تحت تاثیر قرار گرفته بود
763,and that does what to the tornado?,و این چه بلایی سر گردباد میاره؟,و این چه بلندی سر گردباد میاره؟
764,huh?,هان؟,هان؟
765,we didn't smoke weed. [ chuckles ],. ما علف نکشیم,ما سیر و سیر هستیم
766,"wow, those guys are jerks.",وای، چقدر عوضی‌ان,بله، چه قدر قابل اعتمادی
