,en_text,fa_text,T5_translation
547,and my personal favorite...,: و باور موردعلاقه‌ی من اینه,و توجه به علاقه من این است که
548,"yeah, i think so.",اره، من هم موافقم,اره، من هم مخالفم
549,"oh, my god.",اوه خدای من,آه خدای من
550,band is a stupid waste of time.,گروه یه راه مزخرف هدر دادن زمانه,گروهی از این راه ها که زمانه را برای رفع رنج و 
551,come on.,زودباش,زودباش
552,and then we're gonna take the sodium polyacrylate,…و بعدش شدیم پلی‌اکریلات رو,بعد از سقوط پلی کریه ی رادیویی
553,i'm beginning to.,کم‌کم دارم می‌فهمم,کم کم فهمیدم
554,"pouchy, we need to get back to headquarters.",اقا کیفه، باید برگردیم به مرکز فرماندهی,بانو کیمبل، باید به فرماندهی مرکزی برگردیم
555,no!,نه,نه
556,"oh, you're the one coach told us about.",تو همونی هستی که مربی تعریفش رو کرده بود,تو همونی هستی که معلم توضیحاتش را تنظیم کرده است
557,but how are we gonna score three goals?,ولی چطور سه‌تا است بزنیم؟,ولی چه اتفاقی افتاد؟
558,you didn't bring an umbrella?,تو چتر با خودت نیاوردی؟,آیا باید برای زنده ماندن ماشین ماشین ماشین کنی؟
559,it's sad.,ناراحت کنندگی,رنجش خاطری
560,"so, let me see, i need the suit fixed for a, uh, school band recital.",پس بذار ببینم، من کت و شلوار رو برای اجرای گروه موسیقی مدرسه میخوام درست کنم,پس بگذار ببینم، من کت و شلوار را برای اجرای
561,"hang on, hang on. what are y'all laughing at?",صبرکنید، صبرکنید به چی می‌خندید؟,صبر کنید، صبر کنید به چه چیزی می خندید؟
562,you're right.,راست میگی,راست میگی
563,yee-row!,! بی رو,! بی طرف
564,it's the only way for us to know how we can do better.,فقط اونجوری می‌تونیم بفهمیم که چطور می‌تونیم عملکرد خوبی داشته باشیم,فقط باید بدونیم که چه طوری باید رفتار خوبی
565,all right.,خیلی‌خب,خیلی خوب
566,"oh, cool. where in michigan are you from?",ایول. اهل کجای میشیگانی؟,اهل میکشینی ها؟
567,"whew, there he is. - hey, curley.",اوه، اومدش - سلام کورلی -,- سلام کورتی -
568,i talked to isaac. it's all good.,با ایزاک صحبت کردم چیزی نیست,با حرف های ایزاک حرف زدم چیزی نیست
569,"hey, moonwimp!",هی مون ویمپ,هی مون ویمپ
570,i would never do anything to mess you up.,محاله کاری بکنم که به ضرر تو تموم بشه,اگر برای من خطرناک باشد، کار برای من تمام شود.
571,i'll have friends.,دوست پیدا می‌کنم,دوست پیدا می کند
572,for the future is meant to be seized...,برای ایندگان این به معنای به تصرف در اوردن هست,برای افراد متحد این معنی صرفه جویی در اوردن است
573,"sadness, what's wrong?",غم، چی شده؟,غم، چه اتفاقی افتاده؟
574,jovan.,جوان,جوان
575,"please. lemme, just lemme live.",خواهش می‌کنم فقط بذار زنده بمونم,لطفا فقط زنده بمانم
576,"yeah, those were the days.",اره، یادش به‌خیر,اره، به خوبی یادآوری کنید
577,obviously.,معلومه,معلوم است
578,"22, you come out of this dimension right now.",شماره ۲۲ از این بعد بیا بیرون! الان,شماره ۲۲ از این پس بیایید بیرون!
579,"22, stop. i have something to tell you.",شماره ۲۲ صبرکن باید یه چیزی بهت بگم,شماره ۲۲ صبحه ران بايد چیزی به زبان بیاورم
580,i can't see it right now. i lost it.,نمی‌تونم ببینمش گمش کردم,نمی توانم جلوی چشمم را بگیرم.
581,i mean... no.,یعنی نه,نه، نه.
582,that's fancy.,باحاله,در ضمن
583,it's hard to see them like that.,سخته در اون وضعیت ببینیشون,در این وضعیت نیز برای فهمیدن آن ها زحمت کش
584,"okay, look, if you just tell us",خیلی خب ببین اگه فقط بهمون بگی,خیلی خب، ببین اگر فقط یکی از مانوس ها باشد
585,"nine times out of ten, it's a false alarm.",از هر ده بار، نه بارش هشدار اشتباهی‌ه,از هر ده بار، نه هشدار زخم بندی زشت
586,"i'm fucking bleeding, man.",دارم خونریزی می‌کنم داش,من خونریزی را می گویم توول
587,yeah.,اره,اره
588,i love our girl. -how could you not?,عاشق دخترمونم - مگه می‌شه عاشقش نبود؟ -,- عاشق دخترمونم - شاید عشق عاشقش نابود
589,"she goes away for three days and all we get is, ""good""?",سه روز رفته بود اونجا، بعد حالا یه «خوب بود» خشک و خالی تحویل‌مون می‌ده؟,سه روز گذشت، بعد از اینکه یکی از افراد خانواده ی 
590,"don't look, it's fine.",نگاه‌ش نکنید، طوری نیست,ببینید، آیا این طور نیست؟
591,damn!,! لعنتی,!لعنتی
592,praise the lord.,خدا رو شکر,خداوند شکرگزار است
593,you know what? good luck...,…می‌دونید چیه؟ موفق باشید,- بدون اینکه چطور؟ - شادباش
594,"hey, mrs. carter! - we miss you.",! سلام خانم کارتر - دل‌مون براتون تنگ شده -,- سلام خانم کارتر- دل مون برتون فرسوده شده -
595,"well, about time i manned up, right? [ chuckles ]",خب، درباره‌ی وقت، کنترلش کردم دیگه، اره,خوب، در مورد زمان، ترلش کردم، اره
596,do you know the kids who live here?,بچه‌هایی که اینطرفا زندگی میکنن رو می‌شناسی؟,بچه هایی که در این طرف زندگی می کنند، مثل پرستوها هستند
597,"we're truly glad to have you here, dr borgensson.",ما واقعا خوشحالم که شما اینجایید دکتر بورگنسون,ما واقعا خوشحالیم که شما دکتر برونسون را جایگاه خود قرار
598,i actually just spoke to the lab,تازه با ازمایشگاه صحبت کردم,وقتی با درمانگاه وارد شدم،
599,"no, no, no. not on the lips.",نه، نه، نه لباس نه,نه، نه، نه، نه لباس نه
600,"hey, sorry, am i interrupting the date?",سلام. ببخشید. مزاحم دیتتون شدم؟,- لطفا. - بخشنده. - ضعیف تیتتون
601,it's not looking so good.,وضع خیلی خوب نیست,وضعیت خیلی خوب نیست
602,"okay, she's got to be here somewhere. find her.",. خیلی‌خب، باید همین‌جاها باشه پیداش کنید,خیلی خوب، باید همین جاها را پیدا کنید.
603,awooga!,دودو رو دودودو,دودو دود دودو
604,i'm sorry!,متاسفم,متاسفم
605,no! no way am i step...,…نه! عمرا اگه برم روش,- نه! - اگر بتوانم نرم تر قدم بزنم،
606,bring it in!,جمع شید,مجموعه ی غزه
607,javi. let's roll.,خاوی بریم,ماری بریم
608,"got investors, you know.",سرمایه‌گذار دارم,من سرمایه گذاری می کنم
609,so do i start talking?,خب شروع به حرف زدن کنم؟,خوب، شروع به حرف زدن کنم؟
610,why it was us that made it out of there?,چرا ما از اون حادثه جون سالم به‌در بردیم؟,چرا ما از آن اتفاق جانسالم به در بردیم؟
611,but i don't think you realize how privileged this experience is.,ولی من فکر می‌کنم که تو دقیقا نمیدونی این چه تجربه و خاصیه,اما من فکر می کنم که من فکر می کنم که تو اصلا نمی
612,i've had thousands of mentors who failed and now hate me.,من هزاران مربی داشتم که شکست خوردند و الان از من متنفرن,من هزاران راننده ی مختلفی داشتم که شکم خورده
613,"i'm looking at a tall rope due north of us,",…یه گردباد طنابی در شمال ما قرار داره,یک طناب خاردار در شمال قرار دارد
614,ow!,اخ,هوهو
615,"tell her no. - uh, no.",بهش بگو نه - اوه، نه -,بهش می گوید نه- نه-
616,to keep you as a baby forever.,که تو رو به عنوان یه. بچه نگه داره,که تو به عنوان یک دختر بچه نگهدارش می کنی.
617,"we should match, right?",بهتره ست کنیم، هان؟,آیا باید برای سفر سفری حاضر شویم؟
618,"wait, wait! you can't leave it like this.",وایسید ببینم، حق ندارید این وضعیت رو ول کنید و برید,بله، بله، اگر وضعیت را خوب ندیده باشی،
619,"she was a little older, but i figured, why not?",یکم بزرگتر بود ولی گفتم چرا که نه,یکم بزرگتر بود اما می گویم چرا این کار را نمی کنم.
620,"uh, it's looking like the inflow is cranking on the right.",به‌نظر میاد جریان داخلی سمت راستی داره کج می‌شه,به نظر میاد روند داخلی در سمت راست نیز برای ما ز
621,i'm working on it.,دارم سعی می‌کنم,من سعی می کنم
622,"so small, on a lake.",خیلی کوچک کنار برکه,در مقابل برکه خیلی کوچک بود
623,it's anxiety.,به‌خاطر اضطراب,به خاطر اضطراب
624,[ leigh ] i'll do it.,. من انجامش میدم,من باید به عهده ی خودم برآیم
625,hell.,جهنم,گور پناه
626,but what?,ولی چی رو داره مخفی می‌کنه؟,اما چگونه می تواند مورد توجه قرار گیرد؟
627,maybe stay home? is that okay?,میشه خونه بمونی؟ مشکل نداره؟,خونه ی معمولی می شود؟ شکلی وجود نداره؟
628,what's happening? are you his mother?,چی شده؟ تو مادرشی؟,چطور شد؟ تو خانواده مامانزاده؟
629,"begins to rotate the updraft, forming a mesocyclone.",جریان بادی عمودی رو می‌چرخونه در نتیجه، به میان‌چرخند تشکیل می‌ده,باد تند و تند بادی در سمت عمودی می چرخد، در
630,i was just trying to protect her.,صرفا سعی داشتم ازش محافظت کنم,صرفا سعی می کردم از او حمایت کنم
631,cougar. i knew it.,کوگار «، میدونستم» (زنی که با افراد کوچکتر رابطه برقرار می‌کند),کوگار «، می دونم» (زنی که با افراد کوچک تر رابط
632,"see? riley then, riley now. riley then, riley now.",. می‌بینید؟ رایلی قبل و رایلی بعد رایلی قبل و رایلی بعد,قابل فهم است؟ رایلی، رایلی، رایلی، رایلی، را
633,what about your boss?,رییس ت چی؟,رئیس گروه سوم چطور؟
634,real problems. you get me?,مشکلات واقعی؟ می‌فهمی؟,مشکلات واقعی؟ می فهمیم؟
635,we're so close.,خیلی نزدیکترین,خیلی نزدیک تر
636,we... we got assigned to a different high school.,فرستادن‌مون یه دبیرستان دیگه,برای فرستادن مین یه مرکز دبیرستان
637,"sweetheart, i'll talk to mom, and we'll smooth this out. okay?","عزیزم دلم,من با مامانت صحبت می‌کنم و درستش می‌کنم. باشه؟",عزيزم، من با مامانت حرف می زنم و حرف می زن
638,but we can't let her know we're excited.,ولی نباید بفهمه که هیجان‌زده‌ایم,اما نباید بفهمیم که هیجان انگیز است
639,hello?,سلام؟,- بله؟ -
640,"i mean, here you are,",اخه تو الان,فعلا
641,"uh, got a cape of 4,000.",شاخص پتانسیل همرفتی، ۴۰۰۰ ژول‌ه,حدود ۴۰۰۰ هکتار
642,right. okay.,درسته خیلی‌خب,ظرف کمی خوب است.
643,thanks. appreciate it.,ممنون متشکر,متشکرم، متشکرم.
644,"or a list of all the worst players,",یا اگه لیست بدترین بازیکن‌ها رو نوشته باشه,یا اگر لیست افراد بدترین بازیکنان را برای خودش تنظ
645,we got a look. i don't like this.,. طرز نگاهش عجیبه حس خوبی ندارم,رفتار عجیب و غریب . حس خوبی برای من وجود
646,"bree and grace's team win,",تیم بری و گریس پیروز می‌شن,تیم بریا و گریز شادمانه می شنوند
647,"i'm in new york city, on the corner of 14th and 7th.",من توی نیویورک گوشه خیابان ۱۴ ام و ۷ ام هستم,من در خیابان نوییورک ۱۴ ام و ۷ ام وجود دارم
648,moonwind.,مون ویند,مونویندن
649,"once i leave, everything...",",همینکه ترک کنم …همه چیز",برای اینکه همه چیز را ترک کنم
650,"we're going chasing... uh, we're gonna kill a tornado, right?",…می‌ریم برای تعقیب می‌خوایم یه گردباد رو نابود کنیم، درسته؟,برای تعقیب ادامه می دهیم می خواهیم یک گردباد را نابود
651,"it's weighing on her, so let's lighten the load.",، برده اذیت‌کننده‌ست پس بیاید راحتش کنیم,عذاب دهنده ی عذاب دهنده ی شجاعانه 
652,"joy, i can't do it.",شادی، از پسش برنمیام,شادی، از پسش رها نشده است.
653,"oh, and someone named lisa. who's that?",اوه و یه نفر به اسم لیسا لیسا کیه؟,اوه و یک نفر به نام تیستا تیستا کیه؟
654,"i'll tell you what,",گوش کن ببینم,گوش کن، ببین
655,tell her that this one is different.,بهم بگو این یکی فرق میکنه,به چشم آنها نگاه کنید که این یکی فرق می کند.
656,"stay away from windows. no cars, all right?",از پنجره‌ها فاصله بگیرید توی ماشین هم نرید، باشه؟,از پنجره ها فاصله ی ماشین هم قطع می شود، باشه
657,help me!,! کمک,! کمک!
658,"come on, riley.",سارا رایلی,سارا رایلی
659,...and join us inside.,و داخل بهمون ملحق بشید,و در آنمون به هم پیوند می زنند
660,i'm a cat. i can make this.,من یه گرم از پسش بر میام,من یکی از گرمای پشت بوم
661,"and i've heard music before, but i've never felt like this inside.",من قبلا موسیقی شنیدم اما تاحالا همچین حسی درونم نداشتم,من قبلا موسیقی شنیدم اما تا حالا حسی عجیب و غریب
662,"it's loud, and bright, and...",خیلی سروصدا زیاده …و روشنه و,صدای تند و تند و روشن و روشن
663,this is rebecca's kid. he's a year old.,بچه ربکاست یه سالشه,بچه راکوست یه سالشه
664,he was sure someone was after him.,مطمین بود یکی دنبالشه,معلوم بود که یکی از آن ها دنبالش می رود
665,"if we don't like their music,",اگه سلیقه موسیقیایی‌مون باهاشون یکی نباشه,اگر سلیقه موسیقی مینی با آن ها یکی نباشد
666,animal. meat.,عناوین. گوشت,نشانه های رسمی. گوشت
667,hi.,سلام,- بله. -
668,dr borgensson is a world-renowned child psychologist,دکتر بورگنسون یکی از معروف‌ترین دکتر کودکان جهان,دکتر برگنسون یکی از معروف ترین دکتر کوچک ترین دکترهای
669,i was riding with.,شرط بست سر همه چیز,همه چیز را برای همه چیز گذاشته اند
670,"jason, where's your dad? i need to speak to him.","جیسون «,بابات کجاست؟». باید باهاش صحبت کنم",جيسون «، لباس های راحتی کجاست؟» بايد با او
671,i'm one of riley's new emotions.,یکی از احساسات جدید رایلی‌ام,یکی از احساسات جدید رایلی ام
672,"oh, hello! hello.",! اوه، سلام - سلام -,- اوه، سلام - سلام -
673,"shit, my dad could do this in, like, two months.","گه بزنن,پدرم میمونه اینکارو. تو,دو ماه بکنه",- اگر زحمت بکشید، - پدر مادرم مثل
674,yeah. no big deal.,اره. ایرادی نداره,اره. ربطی به حرف هایش نداره.
675,he's insane.,طرف دیوونه‌ست,طرف دیوونه ها
676,"so, matt went to vermont.",". خب, «مت» رفته ورمانت",خوب، رمانتیک .
677,"can sometimes feel unhelpful at first,",احساسات جدید، اوایلش به‌نظر بی‌فایده میان,احساسات جدید، نسبت به نظری که برای بیان مشکلات
678,i'm not good enough.,من ناکافی‌ام,من رنجیده ام
679,"ooh, just turn a little bit right there. - like this?",فقط یکم بچرخ رو به اونور؟ - اینجوری؟ -,فقط یک نفر بچه دار به این منطقه می رود؟ - این
680,just what this one needed.,دقیقا همون چیزی که این نیاز داشت,دقيقا همون چیزی که این نیاز به آن بود
681,i want a stormpar radar right there,…یه رادار استورم‌پار می‌ذارم اونجا,یه رئیس استورم پارچه ی برزیل را به اینجا می
682,thanks so much. bye! -don't miss us too much.,خیلی ممنون. خداحافظ - زیادی دلتنگ‌مون نشد -,خیلی متشکرم. خداحافظ- هزاران مون شلوغ رخت
683,or you just take a few minutes. sure.,یا چند دقیقه وقت داری حتما,يا چند دقيقه دیگر باید فکر کنی
684,"would be very, very different.",",خیلی. خیلی متفاوت میشه",. خیلی. خیلی متفاوت می شود
685,oh...,…اوه,...اوه
686,"red and puffy, do we?",بریم جلوشون، بد می‌گم؟,جلو شون را می گیرم، بد گم؟
687,"turn that off, joy!",خاموش کن شادی,عشق بازی را حفظ کنید
688,"because it seems like no matter what i do, you disapprove.",چون اصلا مهم نیست که من چیکار می‌کنم تو همیشه باهاش مخالفی,چون مهم نیست که من به چه نحوی باید برای این کار مخالف
689,we're doing major renovations.,داریم تعمیرات اساسی می‌کنیم,تعمیرات نظامی را برای ما شرح می دهیم
690,"fuck, against the wall, or what?",روم به دیوار باشه یا نه؟,روم در مرز خوب یا نه؟
691,find your spark? my life was finally going to change!,جرقه‌ات رو پیدا کنی؟ زندگیم داشت بالاخره تغییر می‌کرد,آیا زندگی من به زودی تغییر می کند؟
692,the stream of consciousness.,رود اگاهی,رودخانه ی یوروویچ
693,"javi, the... the tornado is headed to a small town.",خاوی، گردباد داره می‌ره به سمت یه شهر کوچک,مینا، گردباد می خواهد به سمت شهر کوچک رهسپار شود
694,you got the kid.,بچه رو گرفتی,بچه را گرفته اند
695,"no, no.",نه، نه,نه، نه، نه.
696,how's it going?,چطور پیش میره؟,چطور پیش از اینکه پیدا شود؟
697,make a trade. make a trade.,داد و ستد کن داد و ستد کن,داد و ستد کن، داد و ستد کن،
698,kate! kate!,! کیت! کیت,! کیت! کیت!
699,but goofball is still monkeying around.,ولی جزیره مسخره‌بازی هنوز درحال مسخره‌بازیه,اما بازی های نمایشی جزیره ی فیلیپین هنوز در مورد
700,i don't think so. no.,فکر نکنم. نه,فکر نکن. نه.
701,"yeah, well, didn't help these people any.",اره، اما نتوانستیم به این مردم کمک کنیم,اره، اما نتوانیم به این مردم کمک کنیم
702,and it was just--,…و من باید,من باید
703,"the data doesn't see what kate sees, remember?",داده‌ها چیزی که کیت دیده رو نمی‌بینن، یادته؟,چیزی که کیت دیده بود قابل درک نیست، یادداشت؟
704,"yeah, yeah. text me before you start.",اره. اره. قبل شروع بهم پیام بده,اره. اره. قبل از اینکه پیام به من بدهند
705,"we get you out of that jar,",ما از بطری درون میاریم,ما از درون ماشین می آییم
706,permits just came through.,مجوزش تازه صادر شد,حکم صادر شده
707,"when i was nervous, dez gave me this.",وقتی اضطراب داشتم در اینو داد بهم,وقتی اضطراب در این مورد به من دست داد
708,why am i in a police station?,چرا تو اداره پلیسم؟,چرا تو دفتر پلیسم را اداره می کنی؟
709,i don't want to.,نه، نمی‌خواهم,نه، نمی خواهم
710,whoa.,وای,بله
711,what do these do? - that's a...,این چی کار می‌کنه؟ - …این یه -,چگونه باید اتفاق بیفتد؟
712,look at the fucking hair.,موهاشو ببین,چشمان مشکی
713,there it is.,خودشه,خودت هستی
714,hello?,سلام؟,- بله؟ -
715,she doesn't care about any of that.,به هیچ کدومش اهمیت نمیده,به هیچ کدام از این ها اهمیت نمی دهد
716,"oh, is brandon okay?",حال برندون خوبه؟,وضعیت برونيک خوب است؟
717,and we need a whole new branch of research,…و باید به تحقیقات جدید,و باید به تحقیقات جدید ادامه دهد.
718,are those golf balls or baseballs?,اینا توپ گلف هستن یا توپ بیسبال؟,این یکی از موجودات توپ گلف یا توپ های توپ؟
719,"you got this, kate.",از پیش برمیای کیت,از همان ابتدا کیسه ی کری
720,"look, i can deal with some freaky stuff,",ببین من میتونم با چیزهای مزخرف کنار بیام,ببین من می توانم با چیزهای زشت در گوشه ای ب
721,until orcus moves into the house of gemini.,تا وقتی‌که سیارک اورانوس به سمت خونه برج فلکی جوزا حرکت نکنه,تا زمانی که هواپیمای هویورک اورانوس در سمت غرب 
722,"good heavens, man. what are you doing in the zone?",مرد بهشتی توی محدوده چیکار می‌کنی؟,مرد مرموزی در محدوده ی محدوده چه گونه باید حرف
723,"no, i got in a fight with archimedes about this.",نه، من درمورد این با ارشمیدس دعوا داشتم,نه، من در مورد این قضیه با اتهام اربریدس فکر
724,"joe, i have been here for who knows how long,",جو، من خیلی وقته اینجام,جو، من خیلی وقته که هیجان زده شدم
725,uh...,…اه,اوه
726,"we see the hook on the radar, but...",…پژواک چنگکی رو روی رادار می‌بینیم اما,ولی مشاهده می کنم که ماشین ماشین ماشین ماشین ماشین
727,"fuck, come on.",لعنتی,ماده ی چرکین
728,almost.,چیزی نموده,چیزی نشان می دهد
729,we don't have any other choice.,راه دیگه‌ای نداریم,راه برای ادامه دادن به راه وجود نداره
730,go on.,امتحان کن,امتحان کردن ادامه بده
731,"well, now help him out sully.",خب کمکش کن سالی,خوب، صدای ضربه زدن سالی را می شنوم.
732,"the military, they came up with portable units,",ارتش، نسخه قابل‌حمل این رو ساخته,نظامی، نسخه قابل حمل این نوار را ساخته است
733,it's a temperature inversion in the mid part of the lower atmosphere.,به وارونگی دما توی بخش میانی اتمسفر پایینی می‌گن,در طول دمای جنوبی کوه های کوهستانی کوه های 
734,"will you knock it off with the baby, kid?",میشه بیخیال بچهه بشی داش؟,آیا ممکن است بچه های معمولی برای تنبیه استفاده کنند
735,"moonwind, you gotta help me.",مون ویند، باید بهم کمک کنی,مون ویند، بايد به من کمک کنه
736,good idea. ah!,ایده خوبیه,طرح خوبی
737,i'm not strong like you are.,من مثل تو قوی نیستم,من مثل تو قوی نیستم
738,"i know. no, she's not.",". میدونم -. نه,اون نرفته -",- . نه، او نرفته -
739,maybe we could drop him and run.,شاید بهتر باشه بندازیمش جای بیمارستان و بریم,شاید بهتر باشد که جای بیمارستان را بگذاریم و بریم را 
740,riley is from michigan.,رایلی اهل میشیگانه,رایلی اهل میشیگانه
741,do you really think that i could be a mother?,تو واقعا فکر می‌کنی که من میتونم یه مادر شم؟,واقعا فکر می کنم که من می توانم یک مادر فون را ببین
742,he's dead. like what happened in there?,مرده. چی شده اونجا؟,مرده. اینجا چه اتفاقی افتاده؟
743,hello? hello?,سلام؟ سلام؟,- سلام؟ - سلام؟
744,"no, going high. oh.",نه، بزن,نه، بزن
745,"if you feel it, chase it.",اگه حسش می‌کنی، تعقیبش کن,اگر حس می کنی، رفع آن را بکن
746,hey. mmm. jesus.,هی- همم. یا خدا-,هی- همجنسگرایی. یا خدا-
747,"oh, it's bad.",خیلی بده,خیلی بده
748,"look, i don't like her words,",ببینید، از حرف‌هاش و اعمالش,گوش کنید، از حرف های او و رفتار او
749,i loved him.,دوستش داشتم,دوست داشتم
750,it's spilling! we got to hurry!,! داره می‌ریزه! باید عجله کنیم,! صورتش کمی تند می شود! باید عجله کنیم.
751,so he's your responsibility.,مسیولیتش با خودته,مسیولیه با خودش
752,"well, leigh's cosmopolitan now, and she understands this kind of thing.",خب، «لی» الان دنیا دیده‌شده، و خوب اینجور چرا رو میفهمه,خوب، «تی» اینک دنیا دیده می شود و به خوبی
753,i don't want to see you struggle like that.,نمیخوام ببینم تو هم مثل اون جون می‌کنی,نمی خواهم ببینم که تو هم مثل اون جونگ می کنی.
754,guess we're listening to dandelions now.,فکر کنم دیگه قراره به حرف قاصدک‌ها گوش کنیم,فکر می کنم باید حرف های قاضی ها را گوش کنیم
755,joy! -give us your hand! come on.,شادی - دستت رو بده، زود باش -,خوشحالی - زود باش -
756,when you burned him alive. - fuck you!,وقتی سوزوندیش - گه نخور -,وقتی سووکیتسو- گم نرنج -
757,"strawberry, huh?",توت‌فرنگی؟,چربی توت فرنگی؟
758,you know what i'm talking about.,تو میدونی در مورد چی حرف می‌زنم,من می دانم در مورد چیزی که می زنم
759,i just wanted to get in some extra ice time.,صرفا خواستم یه‌کم بیش‌تر تمرین کنم,فقط می خواهم بیشتر برای ورزش استفاده کنم.
760,that's great progress.,پیشرفت عالی ایه,رشد عالی این است که
761,you came in at 3:00 in the morning.,تو ساعت ۳ صبح اومدی,ساعت ۳ صبح اومدیم
762,oh. so embarrassing.,اوه واقعا تاثیر گذار بود,حقیقتا تحت تاثیر قرار گرفته بود.
763,and that does what to the tornado?,و این چه بلایی سر گردباد میاره؟,و اینکه چه بلندی سر گردباد میاره؟
764,huh?,هان؟,هان؟
765,we didn't smoke weed. [ chuckles ],. ما علف نکشیم,ما دانه های پوست را می سوزانیم.
766,"wow, those guys are jerks.",وای، چقدر عوضی‌ان,بله، چقدر قابل اعتماد است.
767,we got extra weight on the chassis.,شاسی ماشین‌رو سنگین‌تر کردیم,ماشين سگ پوستی را سنگین تر کردیم
768,"okay, she forgot her sax. and now, all you, connie.",باشه، ساکسیفونش رو جا گذاشته «و الان تو» کانی,خوب، سکسیفون گذاشته شده «و الان تو» «مین» می
769,uh... -hey.,…اه - سلام -,- سلام -
770,i'm a really good friend.,من دوست خیلی خوبی‌ام,من دوست دارم خیلی خوبم
771,"so, here's the plan.",پس، برنامه اینه,پس برنامه این است
772,"let it go, let it go! come on, come on!",! ولش کن! ولش کن! زودباش! زودباش,! زودباش! زودباش! زودباش!
773,"and by the time i got to mentor number 266,",و وقتی مربی شماره ۲۶۶ اومد سراغم,و وقتی مسئول گروه ۲۶۶۶ اومل سروالائون
774,denton died in a fire in his office.,دنتون توی اتش‌سوزی در دفترش مرد,دنت توی دفتر کار حمله می کند
775,money first.,اول پول,اولین پول
776,"jason, really, i am truly sorry.",",جیسون «,واقعا». صادقانه خیلی متاسفم",،جیسون «در واقع» با لحن صادقانه ای متاسفم
777,"no, kate!",! نه، کیت,نه، کیسه
778,let's go.,بالا,بالای سر
779,fuck me on this table like you did my brother.,روی این میز مثل به برادرم بهم بدی,در مقابل این میز مثل برادر من که به من بدی می کند
780,um-- well--,ام …خب,ام ... خوب
781,look.,ببینید,درک کنید
782,[ todd ] when are you leaving? okay.,کی میری؟ خوب,کی می میری؟ خوب است.
783,cool. lead the way.,ایول. تو بیفتی جلو,صدای ضعیفی از جلو برخاست.
784,i'm not asking you to. you have to go.,. من ازت نمیخوام -. تو باید بری -,من ازت نمی خواهم-. من باید بری-
785,"it's flying at us, man!",! داره میاد سمت‌مون پسر,!از طرف شمال مون کاستورگری
786,"yeah, i knew him.",اره میشناختمش,اره می شناسدش
787,see you monday.,دوشنبه میبینمت,دوشنبه صبح خیره کننده
788,"thy rod and thy staff, they comfort me.",",عصایت و فرشتگانت. مرا اسوده می‌کنند",، لباس های رزمی و فرش بندیت. من باید برای
789,and great at hockey.,هاکی‌باز ماهری هم هست,ماهی پشتی هم هست.
790,{\an8}there they are.,اینجایی,اینجا
791,just because you're staying here...,فقط به این خاطر که تو اینجا موندی,فقط به این خاطر که تو اینجا اهل زندگی هستی
792,ow.,اخ,هوهو
793,that's what life on earth is for.,زندگی روی زمین برای همینه,زندگی در روی زمین برای همسا
794,"i'm scared, joe.",من می‌ترسم جو,من به جو فکر می کنم
795,[ laughs ] okay.,باشه,خوب است
796,yep. rain is what we need in the updraft.,اره. بارون چیزیه که توی جریان عمودی بهش نیاز داریم,اره. بارون چیزی است که در جنبش عمیق نیازمندی
797,"great job, dark secret.",افرین راز تاریک,نشانه ی غم انگیز
798,"thank you, friends. i must...",. ممنون دوستان …من باید از حضورتون,دوستان متشکرم ...من باید از حضور شما استفاده کنم.
799,see if you can find a basement!,! ببین می‌تونی زیرزمینی چیزی پیدا کنی یا نه,!ببینید که می بینی چیزی در زیرزمینی پیدا می شود
800,"okay, i'll tell 'em. got to go.",خیلی‌خب، بهشون می‌گم باید برم,خیلی خب، اونا را می گویم باید بروم
801,i'm... gonna--,من باید,من باید
802,what?,چیه؟,چطور؟
803,it's around 4:00 p.m. now...,الان ساعت حدود ۴:۰۰,ساعت ۴:۰۰
804,you don't know how long it's gonna take you to get work up there.,تو نمیدونی چقدر طول میکشه که اونجا کار پیدا کنی,من نمی دانم که چقدر طول می کشد که کار پیدا می کند.
805,my pouch has just the thing to get us out of here.,توی کیفم یه چیزی هست که می‌شه باهاش از اینجا خارج شد,در کیفم چیزی هست که با آن ها از اینجا خارج می شود
806,but we got here as soon as we could.,ولی به محض اینکه تونستیم خودمونو رسوندیم اینجا,اما به محض اینکه خودمان را به اینجا کشانده ایم
807,yeah.,اره,اره
808,"no, no, wait! no, no, no!",نه. نه وایسا. نه. نه,نه، نه، نه، نه. نه. نه.
809,no. you're totally right.,نه، کاملا راست می‌گی,نه، کاملا راست می گویم
810,are you okay?,خوبی؟,خوبی؟
811,oh. yeah.,اوه، بله,آه، آره.
812,have i ever steered you wrong before?,تاحالا شده به اشتباه راهنماییت کنم؟,تا حالا به راهنمایی کردن اشتباهی ختم شد؟
813,i don't know how to stop anxiety.,نمی‌دونم باید چطور جلوی اضطراب رو بگیریم,نباید جلوي اضطراب را بگیریم
814,tell her about the fire hawks?,بهشون می‌گیم؟,آیا آن ها صدای خفیفی دارند؟
815,"i don't like to work bloody, but guess what?",نمیخوام دستامو خونی کنم ولی حدس بزن چی,نمی خواهم دستم را خونی کنم اما باید بفهمم چطوری
816,"wait, you're right, i did.",عه اره، راست می‌گی,تیغ اره، راست می گی
817,you're right to quit. i learned about quitting...,حق داری انصراف …من درباره انصراف دادن یاد گرفتم,برای حذف از دست دادن من ...
818,"my classes suck, so--",کلاس من افتضاحه …. بنابر این,کلاس من تحت تاثیر این وضعیت ....
819,are you okay?,تو حالت خوبه؟,حالت خوبی داری؟
